id,genre,track_name,artist_name,valence,energy,lyric,mood
4irlByOD0DUDfFfdzlwNY1,grunge,My Wave,Soundgarden,0.812,0.889,,
4EiLHuUSKTlaGmdR17J2tc,grunge,Nearly Lost You,Various Artists,0.481,0.908,Y,
0KauTIoHJfHKMGQpEh9H9z,grunge,Never The Machine Forever,Soundgarden,0.285,0.96,,
2aMPXj6bX6MK9wbYPe2EZT,grunge,New Damage,Soundgarden,0.322,0.865,Y,
1TQ9HF8LMlOTAIJeX472hk,grunge,Next Year - Live,Foo Fighters,0.609,0.869,,
1qzt2ToffCAGZEaeGpFycc,grunge,No One Knows,Screaming Trees,0.36,0.91,,
4HHAE3GAWLuF8d8ELCbch9,grunge,No Way Out,Stone Temple Pilots,0.235,0.986,,
5gdmwS7vtRb8AGGRio84uX,grunge,Not for You - Remastered,Pearl Jam,0.13,0.676,,
2EBuFjexd3S3wc9m4Rerh8,grunge,Nutshell,Alice In Chains,0.159,0.562,Y,
3AHRuHNJDNNuVPKFzYWl9Y,grunge,One Minute Of Silence,Soundgarden,0.00524,0.332,,
7AUwhTIuxBn7Os76FPoIz7,grunge,Polly,Nirvana,0.429,0.388,Y,
4mnvnildEMsGIQtgTBdH07,grunge,Pop's Love Suicide,Stone Temple Pilots,0.548,0.949,,
1B45KRIxXBnKosy2OGvPEJ,grunge,Pushin' Forward Back,Temple Of The Dog,0.769,0.93,,
53W0AL4qdOb5IpCxJM4AdE,grunge,Red Mosquito,Pearl Jam,0.352,0.738,,
1szW8tOoDoLECq1ohwMuZr,grunge,Right Turn,Alice In Chains,0.226,0.318,Y,
72xpgWWuEyLWFFTIKnrAbZ,grunge,Rock Star,Hole,0.25,0.868,Y,
3XYB3iDl0Meu7FQsqQ8aud,grunge,Rocket,The Smashing Pumpkins,0.358,0.665,Y,
77tmFqXDcvsjBYZ0F7E9WH,grunge,Scentless Apprentice,Nirvana,0.617,0.83,,
0vF5N26uWmVTvJBxgSlQyV,grunge,"School - Live In Amsterdam, Holland / 1991",Nirvana,0.299,0.98,,
77hVRfBvi1uNG1cghUS448,grunge,Seven Caged Tigers,Stone Temple Pilots,0.491,0.771,Y,
3ZPTb9HHBRt2VDbsIUFnSD,grunge,Shine,Collective Soul,0.353,0.423,,
59tm0GSryH6BozhjGOergk,grunge,So Close,Alice In Chains,0.371,0.973,,
7bpqjw5kTfaDPvLJVzqSL1,grunge,"Softer, Softest",Hole,0.493,0.348,,
6PqeHOPNqpAXvZQq1tSB89,grunge,Spaceboy,The Smashing Pumpkins,0.208,0.322,,
0hbds76eofToTXy335KQiR,grunge,Stupidmop - Remastered,Pearl Jam,0.291,0.794,Y,
3eU0KGjcpzaQ7UXGMEcOtB,grunge,The Scratch,7 Year Bitch,0.874,0.856,Y,
6ZXMvXg2zm5JfZJCBzjLI4,grunge,The Sound of Winter,Bush,0.271,0.797,Y,
4A065x9kJt955eGVqf813g,grunge,Them Bones,Alice In Chains,0.309,0.946,,
2uJWY9KTAYow5ob9DWl56u,grunge,This Town,Green River,0.28,0.92,Y,
0AE5ocMmEa4B071KgoQ86I,grunge,Thru Fade Away,Mother Love Bone,0.196,0.931,Y,
1XPta4VLT78HQnVFd1hlsK,grunge,Today,The Smashing Pumpkins,0.408,0.855,Y,
5tuSu554gnalzbg4t2jKfc,grunge,Tumble in the Rough,Stone Temple Pilots,0.632,0.961,Y,
5PBJnihwAxgJJvsEBUtNXz,grunge,Uncle Anesthesia,Screaming Trees,0.635,0.83,,
3cMliO9emUSa4d1Ap2MbfW,grunge,Volcano Girls,Veruca Salt,0.567,0.961,,
6GhARgb2Nl2GboIVdQsevV,grunge,We Only Come Out At Night - Remastered 2012,The Smashing Pumpkins,0.377,0.405,,
3lZ0Z0HNs4Jg2xXGbuutN5,grunge,Whale & Wasp,Alice In Chains,0.224,0.248,,
4UWOIltZYQGcAma5NtPZ6t,grunge,Where Boys Fear To Tread - Remastered 2012,The Smashing Pumpkins,0.451,0.76,Y,
2CWUT92RfJa7il0QwK9VAG,grunge,Where The River Flows,Collective Soul,0.964,0.731,Y,
7Hd4BJFPRYnF8FRyVhrXJr,grunge,You Are,Pearl Jam,0.399,0.6,Y,
4ke6ZfMhK70E6xJkWOisaK,guitar,2 Minutes to Midnight - 1998 Remaster,Iron Maiden,0.537,0.955,Y,
3nnetPfw9zpoL6ZYkCzmw3,guitar,20th Century Boy,T. Rex,0.713,0.974,Y,
1kMYETz413LYJk96dOeO1N,guitar,2112 (Presentation) - Live,Rush,0.232,0.962,,
5RJWVg8YZnroc6ys22Axka,guitar,A Warrior's Call,Volbeat,0.429,0.903,,
3okPiJwW5nCLpug12sCL4p,guitar,All Day and All of the Night,The Kinks,0.71,0.915,Y,
54CJqOVORsJg6NU5zn6cio,guitar,Andalusia,Joe Satriani,0.217,0.838,,
1dPXO2jGjC4wlHY1qRalYr,guitar,Bad Reputation,Thin Lizzy,0.802,0.953,Y,
6s0NHplywwr1IjnQpUpWJk,guitar,Bad To The Bone,George Thorogood & The Destroyers,0.955,0.727,Y,
0dctFolLOGtoeTN2uzD3qV,guitar,Bold as Love,Jimi Hendrix,0.596,0.702,Y,
2nVP9QNyvo0H1FoRkMAT9X,guitar,Boom Boom,John Lee Hooker,0.865,0.639,,
6AlUhxZG6lcSBJlFEG2Mgp,guitar,Caught In A Mosh,Anthrax,0.131,0.963,Y,
18PbKNh8nuvrsq54GpCkoK,guitar,Creep - Acoustic,Radiohead,0.151,0.234,,
6XIQe8CyDYFHN0iCjfRIuj,guitar,Cryin',Aerosmith,0.498,0.828,Y,
5FPnjikbwlDMULCCCa6ZCJ,guitar,Daughters,John Mayer,0.503,0.413,,
5s74rkA87hFH1iTzBngcFY,guitar,Desert Rose,Eric Johnson,0.787,0.637,,
5v3utF8InHZKd8JZJK5rCx,guitar,Eight Miles High,The Byrds,0.37,0.768,,
3w9zHVKI28aUPZTxq8oDC6,guitar,Electric Eye,Judas Priest,0.361,0.948,,
7J0niAY0FLzGiCVJUREl88,guitar,Escuela de Calor,Radio Futura,0.961,0.804,,
5Yp3e8RcjYevBTZYJ7OD7s,guitar,Europa (Earth's Cry Heaven's Smile),Santana,0.679,0.669,,
7A9r5ZkRVuBPzjzY2CGYfS,guitar,Even Flow,Pearl Jam,0.377,0.844,Y,
07q6QTQXyPRCf7GbLakRPr,guitar,Everlong,Foo Fighters,0.36,0.867,Y,
2IJzqbcbQZjcca53yGkX7t,guitar,Every Rose Has Its Thorn - Remastered 2003,Poison,0.303,0.635,,
5tmrnhMxx39jnu3kjopMdP,guitar,Evil Ways,Santana,0.73,0.528,Y,
0X4jasCEeToBnmdXT1RRPN,guitar,Ex-Girlfriend,No Doubt,0.638,0.899,Y,
2M9ro2krNb7nr7HSprkEgo,guitar,Fast Car,Tracy Chapman,0.194,0.292,Y,
7iKqm5tT3C2lFtheKDpdF7,guitar,Filthy/Gorgeous,Scissor Sisters,0.692,0.74,,
2lwwrWVKdf3LR9lbbhnr6R,guitar,Float On,Modest Mouse,0.553,0.888,,
1L2ZkXbRX00ZiaUDuMMgf7,guitar,Floods,Pantera,0.151,0.811,,
19NKQh7UsGP0dazET759jN,guitar,Folsom Prison Blues - Live,Johnny Cash,0.904,0.575,,
5JKifvL0EUMdEScCzKbbOv,guitar,For My Father,Andy McKee,0.39,0.362,,
0Ko737UNjXO17LK4Urdlwo,guitar,Fortunate Son,Creedence Clearwater Revival,0.603,0.529,Y,
1tsOB58QHINgc2FEJylsLP,guitar,Foxey Lady,Jimi Hendrix,0.558,0.838,,
6slpf7Uiw5DHRUvaHeIZGZ,guitar,Freeway Jam,Jeff Beck,0.9,0.789,N,
3pgFyF7tuN1hIx9DeOaeY2,guitar,Freya,The Sword,0.436,0.867,,
3ELd4WXLe2ZDQb0ExOvJgX,guitar,Friends,Joe Satriani,0.768,0.842,N,
7qvtWTZtcHBX182MIUycYQ,guitar,Generation Rock,Revolverheld,0.374,0.961,Y,
1DOuwbnO6sMUtD7dZ5iZoJ,guitar,Gi' Mig,Joey Moe,0.687,0.798,Y,
7hR5toSPEgwFZ78jfHdANM,guitar,Half of My Heart,John Mayer,0.731,0.593,,
3VtxQCEOnJ8Ge65CdQwvsa,guitar,Hanuman,Rodrigo y Gabriela,0.942,0.789,N,
6VuxlH4Hj2umYxBjfFMZVN,guitar,Have You Ever Seen The Rain,Creedence Clearwater Revival,0.876,0.668,,
6EvgWSbWmQelxrQBmhEdXh,guitar,Heart-Shaped Box,Nirvana,0.278,0.778,Y,
3LnObcchBMj4rgUP8Fiosv,guitar,Heaven Tonight,Various Artists,0.386,0.946,Y,
5arVt2Wg0zbiWwAOZef2Nl,guitar,Higher Ground - Remastered,Red Hot Chili Peppers,0.416,0.979,,
319zpJMCzpz50Uz0PsjlJN,guitar,I Got Mine,The Black Keys,0.475,0.827,,
4kiVGEOrzWmEUCxXU21rtN,guitar,John The Fisherman,Primus,0.861,0.948,,
6kNzTfEFynRD3J80hI0pVY,guitar,Joyland,Andy McKee,0.865,0.643,,
56WvdwaTBlPmgC1Ce6fttO,guitar,Juice,Steve Vai,0.612,0.916,N,
5zS9mvTXCSPToAYlSHiG4i,guitar,Juke Box Hero - 2008 Remaster,Foreigner,0.517,0.707,Y,
4hlkZvdhNtzzU9EVHLEkM6,guitar,Klimbim,Don Ross,0.71,0.448,N,
6ZjnXckcWn0e05dz5wcF2y,guitar,"Last Child - 1998/Live At Yokhama Arena, Japan",Aerosmith,0.392,0.966,Y,
53Pgsvu3qSYO2aXt5J2vcL,guitar,Lego House,Ed Sheeran,0.565,0.637,,
5nBYxnFgL4y2qXvLxSIod8,guitar,Los Angeles,Frank Black,0.399,0.746,,
0IktbUcnAGrvD03AWnz3Q8,guitar,Lucky,Jason Mraz,0.721,0.417,y,
6j5XX0wwygH7kqTWplx7j4,guitar,Money For Nothing - Edit,Dire Straits,0.8,0.676,,
5JtuIHVfsYBFAVrHwjUddj,guitar,Mother,Danzig,0.36,0.767,Y,
5fodi5z7BngUgku13WtF81,guitar,My Curse,Killswitch Engage,0.209,0.956,,
3uBYXl4g4moJF0fsViy7WS,guitar,One Robot's Dream,Joe Satriani,0.682,0.881,,
1PrTT9YgIsPnXddLs7a8p7,guitar,Organism,Tommy Guerrero,0.987,0.903,Y,
58J1l73w3TcdpGqN0n1TiZ,guitar,Prayer Of The Refugee,Rise Against,0.456,0.971,Y,
2L6mZ7KHMqfUQV3kWmEFlj,guitar,Raspberry Jam Delta-V,Joe Satriani,0.143,0.964,N,
6JmsTcWK3pgoLOE7S8g9JY,guitar,Ravenous,Atreyu,0.0733,0.988,,
2ZTIw0fZhFp3nnvF41nvVc,guitar,Rebel Yell - Remastered,Billy Idol,0.45,0.694,,
618hiI74zBL8UVgAvfmkLj,guitar,Riding with the King,Eric Clapton,0.824,0.796,,
5N41qf96BsZPwMpyWI8IXy,guitar,Righteous - Instrumental,Eric Johnson,0.892,0.816,N,
5LIadAOsLAKJCdbcHgbYMp,guitar,Rock You Like a Hurricane,Various Artists,0.483,0.971,,
06sFR9S0sA51GdrlLt07tb,guitar,Rooftops (A Liberation Broadcast),lostprophets,0.275,0.82,,
6jFOG89lRSnBD8QDExis0s,guitar,Run To You,Bryan Adams,0.647,0.798,,
3EyyhPW2GcLYuwV1MajRd6,guitar,Sabotage,Beastie Boys,0.57,0.918,,
2xNv4G9HgX5sVi2yYyfBzA,guitar,Same Old Song And Dance - Live Version,Aerosmith,0.294,0.917,Y,
3clIHVzJ9J2rvvrFUKLICo,guitar,She Bangs the Drums - Remastered,The Stone Roses,0.672,0.976,,
66glXjjFvlS5r1gDUK4ugq,guitar,She Sells Sanctuary,The Cult,0.394,0.787,Y,
4MYb7NWLwXNDB7bYs3HeX8,guitar,Slow Ride,Foghat,0.656,0.586,,
3i3GeK0qLQybu4ah42YmCY,guitar,Smooth (feat. Rob Thomas),Santana,0.96,0.924,,
11bQrsJajeZNETnSXrrjtm,guitar,Somewhere Over the Rainbow,Tommy Emmanuel,0.0856,0.186,N,
5MsJ67JkQ5EReZw6MJZgpm,guitar,Stay with Me - 2008 Remaster,Rod Stewart,0.827,0.88,Y,
1qh8bcFlYbY79JuWpjdGkN,guitar,Tender Surrender,Steve Vai,0.208,0.561,,
2ydUT1pFhuLDnouelIv4WH,guitar,The Rock Show,blink-182,0.83,0.959,,
6tVs6BS4vqrFsCrHS0Ycsr,guitar,The Trooper - 1998 Remaster,Iron Maiden,0.621,0.864,,
1whAGgcXk2B1W3XluT2m0B,guitar,Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,0.445,0.989,,
4VqPOruhp5EdPBeR92t6lQ,guitar,Uprising,Muse,0.411,0.905,Y,
6d3I7THB2bONUkxOo1DvmZ,guitar,Voodoo Child (Slight Return),Jimi Hendrix,0.438,0.905,Y,
3Ukf2oQRQYUDGL0JK5UR2r,guitar,White Room,Cream,0.495,0.576,Y,
1c7UYTut2SBOPq64o2t0uN,guitar,Why Georgia,John Mayer,0.369,0.639,Y,
1XvHiCTd0MDb16S8bQNl74,happy,All Of The Lights,Kanye West,0.254,0.796,,
22c2pt75xtnDddA5Zlm0yy,happy,All Star,Smash Mouth,0.77,0.862,Y,
6o1nYsoWYTanzUdHidFDg8,happy,Another Sunny Day,Belle & Sebastian,0.833,0.776,Y,
2VhPOtIQw2UpQmRVevdviU,happy,Bang Bang,Jessie J,0.724,0.752,Y,
2qESkHBZ2VThboOnosYFBk,happy,Be OK,Ingrid Michaelson,0.954,0.773,Y,
6nRV46vbiHE5tTnS4VmKk7,happy,Breakfast At Tiffany's,Various Artists,0.515,0.79,Y,
4mdyVTV7Tr5YDFnD2kvSM4,happy,Bruises,Chairlift,0.838,0.554,Y,
0BCPKOYdS2jbQ8iyB56Zns,happy,Clocks,Coldplay,0.255,0.749,Y,
4lAdOkj9Pj1952EYIKZmxg,happy,C'Mon,Kesha,0.286,0.781,Y,
37McwOy3miqBP2NyXMmT5w,happy,Colours,Grouplove,0.259,0.837,,
1VQ6FXasIrdkshSHfX6sde,happy,Entertainment,Phoenix,0.479,0.731,Y,
0hXJmucLNpF138QY9FJvsT,happy,Express Yourself,Labrinth,0.489,0.778,,
49eplIHvgCLY8HAgcaWrUb,happy,Fireball (feat. John Ryan),Pitbull,0.794,0.937,Y,
15Wwj9igGPkCXGY6IqLlPW,happy,For Once In My Life,Stevie Wonder,0.774,0.685,,
3pfdwzqLYcN20GvoYno1Oz,happy,Girls Chase Boys,Ingrid Michaelson,0.678,0.82,,
1UoDxE4HOUH9J6F4yWrcxa,happy,Higher (feat. B.o.B),Classified,0.328,0.762,,
6Ac4NVYYl2U73QiTt11ZKd,happy,Hooked on a Feeling,Blue Swede,0.933,0.82,Y,
783qeLLLyhPR9HBIPL6MVf,happy,I Can Talk,Two Door Cinema Club,0.641,0.774,Y,
4ue5ET9msGNJSO6sSbrCVE,happy,I Want To Break Free - Remastered 2011,Queen,0.559,0.43,Y,
6RX5iL93VZ5fKmyvNXvF1r,happy,Irreplaceable,Beyoncé,0.509,0.694,,
24lMtPOCzP5g4hrg3NklLa,happy,Just The Way You Are,Bruno Mars,0.434,0.843,,
77c0xyUM14wHa0cEAR9BV0,happy,Lisztomania,Phoenix,0.33,0.79,Y,
4i1MWIchrtBoSh6wcAdt7e,happy,Little Numbers,BOY,0.721,0.786,Y,
1sGIS3GjvpkoSf3s1r9gmH,happy,Love Runs Out,OneRepublic,0.739,0.937,Y,
4rHZZAmHpZrA3iH5zx8frV,happy,Mirrors,Justin Timberlake,0.512,0.512,Y,
7cGfrVoC7G03XeXn7yflx5,happy,Move Your Feet,Junior Senior,0.846,0.904,Y,
64otvDsAAAmLVTSEM2FYSW,happy,Movin' on Up,Primal Scream,0.162,0.925,Y,
2wz9T22pzkpKNuaWLBnY28,happy,My Girl,Various Artists,0.577,0.548,Y,
4yFEz5j53bnYoavrMqJY6i,happy,Of The Night,Bastille,0.346,0.827,Y,
0Cll7d8lmNn05ZOVm5l5va,happy,Over The Rainbow/What A Wonderful World,Music From The Motion Picture Fred Claus,0.661,0.16,Y,
1kusepF3AacIEtUTYrw4GV,happy,Paper Planes,M.I.A.,0.485,0.848,Y,
1i6N76fftMZhijOzFQ5ZtL,happy,Psycho Killer - 2005 Remaster,Talking Heads,0.942,0.521,Y,
0C4ejWmOTMv8vuYj85mf8m,happy,S&M,Rihanna,0.833,0.682,Y,
1NhPKVLsHhFUHIOZ32QnS2,happy,Secrets,OneRepublic,0.376,0.764,Y,
42et6fnHCw1HIPSrdPprMl,happy,Semi-Charmed Life,Third Eye Blind,0.701,0.864,,
7nVzOpFNZVFZtbq3OGJHX9,happy,Sexual Healing,Marvin Gaye,0.717,0.602,,
4kAgnAL4WKx7YqnlL2fvMh,happy,Smile Like You Mean It,The Killers,0.383,0.979,,
4wCmqSrbyCgxEXROQE6vtV,happy,Somebody That I Used To Know,Gotye,0.72,0.495,Y,
6VrLYoQKdhu1Jruei06t65,happy,Somebody To You,The Vamps,0.896,0.818,Y,
0GNI8K3VATWBABQFAzBAYe,happy,Stay,Rihanna,0.125,0.31,Y,
4nVBt6MZDDP6tRVdQTgxJg,happy,Story of My Life,One Direction,0.286,0.663,,
2vmxF4cWxi9v9Lv055SfXt,happy,Take Back the Night,Justin Timberlake,0.347,0.67,Y,
2yrJ1jWo3HLksJFUqUsZE4,happy,The Love Club,Lorde,0.626,0.493,Y,
3oL3XRtkP1WVbMxf7dtTdu,happy,The One That Got Away,Katy Perry,0.864,0.792,Y,
1V8nT86qgiQ1glQ916UIk7,happy,The Poop Song,The Toilet Bowl Cleaners,0.434,0.178,Y,
6iBWazas8QsDtBnjlXkrXk,happy,The Sound Of Sunshine,Michael Franti & Spearhead,0.704,0.902,,
7psPPGwhFzP3pyOcb3ivcT,happy,Unbelievers,Vampire Weekend,0.831,0.811,,
2vX5WL7s6UdeQyweZEx7PP,happy,Walk This Way,Aerosmith,0.869,0.785,,
57nNNkgk768QVXq3uHxu5e,happy,Ways to Go,Grouplove,0.179,0.827,,
4pn0G7yHNfTgRYRWca8gYA,happy,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,0.549,0.942,Y,
13PUJCvdTSCT1dn70tlGdm,happy,"Welcome Home, Son",Radical Face,0.394,0.537,,
2ahnofp2LbBWDXcJbMaSTu,happy,"What Is Love - 7"" Mix",Haddaway,0.737,0.772,Y,
0HLWvLKQWpFdPhgk6ym58n,happy,Who Says,John Mayer,0.367,0.509,Y,
6CU0zWIWVTEnmWpSjVHM93,happy,You Gotta Be,Des'ree,0.492,0.669,Y,
5FeuH4LtGxDWkSkhRG47QT,happy,You Make Me Feel... (feat. Sabi),Cobra Starship,0.748,0.857,Y,
6sePPH7boWyJDI8spzwfBJ,happy,Your Love Is My Drug,Kesha,0.766,0.607,Y,
3Zuf70897YkrVRAsrBMMSF,happy,"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",Various Artists,0.774,0.753,,
66rLp2RFTZ6NgO3RpJkaAx,hardcore,Addiction,Agnostic Front,0.527,0.972,,
77v5yDwMLiJlIsHNJQxXrY,hardcore,American Psycho,Misfits,0.0771,0.995,Y,
2yQMdhTWfpYBWvR1zAexED,hardcore,Attitude,Bad Brains,0.213,0.885,Y,
49rpiqy4XWHZCBQJq6vu9w,hardcore,Big Takeover - 1991 Digital Remaster,Bad Brains,0.34,0.941,Y,
3ha9AklaYxF0TjACgmtAin,hardcore,Billy,Bad Religion,0.23,0.993,,
5q1ididP5snRxGyYyi6Y5p,hardcore,Black Love,Black Flag,0.557,0.629,Y,
0KzC77rr84X0X1Rg3hz2Y3,hardcore,Blown Away,Sick Of It All,0.24,0.948,,
4Xg2PE0gXSP2MrCNBEKfMM,hardcore,Bob,NOFX,0.631,0.847,,
2kliub1tQPN1kIZc5OTh92,hardcore,Bostons,Have Heart,0.379,0.914,Y,
1J2gi1XKnHNnZJ5KGKjrLd,hardcore,Bottled Violence,Minor Threat,0.606,0.947,,
0a9GDF9PsLqCfkMXBUAsHk,hardcore,Bottled Violence - Version,Minor Threat,0.444,0.965,,
1BRAdZZ0yvqTlKX45Q2ulC,hardcore,Breaking Free,Gorilla Biscuits,0.347,0.886,Y,
5ulPjMPtjtH1qR2pZIDuyL,hardcore,Bringin' It Down,Judge,0.409,0.908,Y,
5mqClS3mvTBL2zkg0ZOpw6,hardcore,Call To Arms,Sick Of It All,0.396,0.951,Y,
7du2d1LZNNqAsiynLvWPj2,hardcore,Curl Up And Die,Death Before Dishonor,0.341,0.985,Y,
6E0naqHo7mWZmbOq0dt7xH,hardcore,Dancing For Rain,Rise Against,0.207,0.942,Y,
1y3DmyrRcYuY1x5jj20HjM,hardcore,Death Or Jail,Sick Of It All,0.131,0.997,,
52jvCXjfrNMcEUK66UoF8B,hardcore,Defamation Innuendo,Circle Jerks,0.419,0.664,,
0pDDBLqHqm7rq1JS8HW5zl,hardcore,Degradation,Gorilla Biscuits,0.32,0.966,Y,
3ZolgMCrivn3DHoeZjJVIL,hardcore,Dub,Cro-Mags,0.445,0.13,Y,
3RpVTCaMUVQZ6NfG1dGNbk,hardcore,Everything Turns Grey,Agent Orange,0.845,0.92,,
5ode1mUfjSSJFHPLcPSnG5,hardcore,Fair Warning,Negative Approach,0.359,0.924,,
7ghkN4ZKonz7Hm2nz9qCb6,hardcore,Fed Up!,Judge,0.0978,0.947,Y,
5dpeG993NwLzZ4jZkrRcos,hardcore,Flesh and Blood,Trash Talk,0.288,0.943,Y,
1ULIj8hobg9YMpKXbh4P9E,hardcore,For the Punx,The Casualties,0.032,0.999,,
5dqfyZoIu9DihOQUduF2Ob,hardcore,Forgive Me Mother,Agnostic Front,0.667,0.941,Y,
7k0Imt50Mp1LCt1SPTGuyA,hardcore,Get Out,Madball,0.352,0.976,,
4d4AIYFkR8MSWtKBmphyir,hardcore,Give It All,Rise Against,0.387,0.942,,
5qLwjcCDePW6k8Lk05xjm9,hardcore,Good Lookin' Out,Sick Of It All,0.45,0.962,,
6B3rgNQvfhtXIkQAEOtIh1,hardcore,Group Sex,Circle Jerks,0.859,0.868,,
12nSFA0UC6xeQV066otVLh,hardcore,Hailing On Me,Comeback Kid,0.306,0.971,Y,
62Zfp6NLA6ju3uNSjy60uk,hardcore,Hateful Notebook,Descendents,0.486,0.98,,
0jeDMo2jQUP7gHW4S2QXFe,hardcore,Hired Gun,Bad Brains,0.577,0.603,Y,
5VxEAEUiym5NWPzgznkflW,hardcore,Hold Your Ground,Gorilla Biscuits,0.389,0.863,Y,
2lNCUUdw5A68HMZILRGn5m,hardcore,I Had Enough,Agnostic Front,0.902,0.976,,
40JGCTjoG1haNZbTsok8hK,hardcore,I'll Survive,Negative Approach,0.454,0.819,,
4YRGXEjngQ47PpfL4orKOj,hardcore,I'm Not A Loser,Descendents,0.861,0.881,,
4d9LC9QoGja5M3en0HWUq1,hardcore,I'm The One,Descendents,0.647,0.968,,
0khj70h8pejNRukEhOn86O,hardcore,In the Belly of a Shark,Gallows,0.149,0.998,,
1uxq5CUoUcCf8vGeeERBXw,hardcore,It's The Limit,Cro-Mags,0.307,0.983,Y,
1SCJCsVBXtHbeqfXYH4Q66,hardcore,Knowledge,Operation Ivy,0.51,0.947,Y,
0BNqNftG2NXcx8fBENBeLx,hardcore,Land Of Competition,Bad Religion,0.808,0.978,,
6Y8uYDQtKaKViy843RwcDI,hardcore,Let's Lynch The Landlord,Dead Kennedys,0.454,0.961,,
72Ya7zR2chVX1vy53mH1GG,hardcore,Life and Death,Terror,0.186,0.977,,
3gA8Ccp7NPOSvPIrZxuelY,hardcore,Life Of My Own,Cro-Mags,0.502,0.977,Y,
63HNkUU87ynmh0iyiNH0gu,hardcore,Lucifer's Rocking Chair,Cancer Bats,0.488,0.744,,
2fZPDNhVXaK6o5bas9LkxV,hardcore,M-16,Descendents,0.696,0.847,Y,
4zI07TSDWg0lVjQGmfUtiM,hardcore,Malfunction,Cro-Mags,0.452,0.955,Y,
3zCMmcwsrowQvYiiagB1CI,hardcore,Memories Of Tomorrow,Suicidal Tendencies,0.701,0.74,Y,
7L7rEquwHEQs1XqN7EUhgG,hardcore,Minor Threat,Minor Threat,0.935,0.91,,
5nHJxwejxKw4nnlMqy8Wkr,hardcore,Misery,Gallows,0.134,0.818,Y,
1agSnC47XGPtsQgohpc9ft,hardcore,New York City,Madball,0.238,0.978,Y,
0z5rI2JIO9g6BXQsa7ccm6,hardcore,No Cure,Sick Of It All,0.212,0.98,Y,
7EI3M5XzpyLCvodqoLtXfM,hardcore,No Reason Why,Gorilla Biscuits,0.452,0.917,,
41ZlE6i2wC5hz1ok6q3nqE,hardcore,No Way,Adolescents,0.207,0.98,Y,
2MugQzaqighVOewFQn2vcF,hardcore,One With The Underdogs,Terror,0.236,0.998,,
2L47ycvfBMJFzI5dmCmWmq,hardcore,Operation,Circle Jerks,0.778,0.92,,
1HhJodOwR85impMgF6eCql,hardcore,Parents,Descendents,0.754,0.698,,
0ml8T03jdL2P2jlxS2lQAn,hardcore,Positive Outlook,Youth Of Today,0.173,0.957,Y,
6aQZgnSgA5ucz3t9V3P5uS,hardcore,Protest Song '68,Refused,0.0537,0.652,Y,
0U8L4Ovb5NHfuyVRCggHpo,hardcore,Put It Aside,Youth Of Today,0.448,0.925,,
7i3wFGQF3laTL5m8nSWQDC,hardcore,Retrace The Lines,Backtrack,0.655,0.894,,
74SomZruxqdhz6FIT8wq0L,hardcore,Revenge,Agnostic Front,0.554,0.967,,
4cx2084PW9i27fimv7PPqj,hardcore,Salt on a Slug,Black Flag,0.053,0.867,Y,
6Dbhah7ZoLdKyauvDl3qXL,hardcore,Self Destruct,Adolescents,0.208,0.986,Y,
047TnLbtKnfORVe49aKYHJ,hardcore,Sit And Watch,Agnostic Front,0.436,0.958,,
4rylUt2ljmTcl0K9PKMdU5,hardcore,Skate To Hell,Gang Green,0.5,0.764,,
4iX8iYTbkR3pHg0kfxHG4c,hardcore,Slip It In,Black Flag,0.176,0.886,,
6lqGV54l36slwI6Q0A3P4t,hardcore,Slow Down,Youth Of Today,0.353,0.906,Y,
2S5fnQMYwifPqsAZpZ7fWY,hardcore,Smash Your Enemies,Hatebreed,0.36,0.874,,
1rmennvo73CrzQPCrYU6o5,hardcore,Sneakers,Teen Idles,0.306,0.898,Y,
03wo9WH9s0kcB8tCkrlzKJ,hardcore,Society's Tease,Black Flag,0.41,0.623,,
3i6QK8mOlHahBRfepppmWC,hardcore,Spit My Rage,Terror,0.126,0.991,,
6HXFm1TriL5iTBuZMGSYQr,hardcore,Stand Up - Version,Minor Threat,0.476,0.956,,
2hceNWqvPzc2jMM2f6ZbqT,hardcore,State Of The Union,Rise Against,0.383,0.971,,
5n9ZO4StDuyOmETGsWds0k,hardcore,Strange Notes,Germs,0.679,0.937,,
35PI5Hsq17h723EbyyDFsi,hardcore,Suburban Home,Descendents,0.826,0.771,Y,
4AYMpeBFsF5NcFOAR6zNVq,hardcore,Suicide's An Alternative/ You'll Be Sorry,Suicidal Tendencies,0.39,0.892,,
6WgDoQQM0N5afnnteDn71B,hardcore,Supertouch / Shitfit,Bad Brains,0.252,0.861,Y,
3eyaMhdrsYfc4R8NEV5Jbt,hardcore,Survival Of The Streets,Cro-Mags,0.461,0.966,,
2T53qck9aYEhXtcL6GJEeX,hardcore,Survive,Rise Against,0.337,0.988,,
3Bmra5h2IaYAou3ilpiP3e,hardcore,Take A Stand,Youth Of Today,0.0882,0.983,Y,
39i6fkXY8jQHVjpEfUEala,hardcore,The Bars,Black Flag,0.281,0.82,,
59uttfbNwLJbNVDezBgJ13,hardcore,The Machinist,Have Heart,0.312,0.959,,
0f7ZMu3l0tODq5DpiVVHcj,hardcore,The Same Sun,Have Heart,0.057,0.96,Y,
